Downloaded from wid.world on 16-04-2021 at 02:48:06
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1960;Unnamed: 4
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1961;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1962;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1963;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1964;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1965;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1966;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1967;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1968;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1969;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1970;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1971;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1972;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1973;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1974;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1975;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1976;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1977;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1978;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1979;
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1980;0.5211993883
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1981;0.5211994474
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1982;0.5211994581
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1983;0.5211993974
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1984;0.521199386
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1985;0.5211994499
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1986;0.5211993224
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1987;0.5211994666
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1988;0.5211993773
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1989;0.521199373
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1990;0.5211993838
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1991;0.521199373
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1992;0.5211994675
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1993;0.5211993946
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1994;0.5198735658
Afghanistan;"gptinc_pall_992_j_AF
Pre-tax national income
Total population | Gini coefficient | adults | equal split
";pall;1995;0.5170261754
