"","Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","V65"
"1","Aruba","ABW","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.223107119071529,2.05625942509703,0.186968480153468,17.0617333023818,21.1834417490154,-1.696151008898,-0.237292756644807,-4.71795006288206,0.0846148964559897,0.0647739187816026,0.0145869344827838,1.87886047112426,-0.1037677418518,0.140152915777044,-0.192027931335467,-0.316546762589928,-0.160309563294638,-0.366006517924292,-0.38029068162503,-0.528861057048743,1.51249732963042,0.101750101750102,0.0603621730382295,0.114512736620706,0.122699386503067,0.110204981265153,0.171206838346678,0.334538119333755,0.39064902449149,-0.0158201964275689,3.08012674348149,NA,NA,NA
"2","Afghanistan","AFG","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0131512243609448,0.0245752714393039,0.00940111467749321,0.0155769236960059,NA,NA,0.00156521738449906,-0.00812641060285658,NA,0.0324504958728158,0.247135743279599,0.005174215982803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23299182308329,1.28001745746786,3.57581862928125,4.36453354376579,3.41400388707376,1.93570173037069,-0.0189731403622318,0.00198656889294515,-0.00787085174189096,0.0063868763823687,-0.0443006776928065,0.00261328523356358,-9.35017293106658e-05,0.0108657305562219,0.0723354093820471,0.0557689523334722,0.200401604092712,NA,NA
"3","Angola","AGO","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630975103981031,0.88370687168445,2.08648507257444,1.80366249575565,1.09500567621391,3.68038359532726,3.30879389182255,1.47206684886135,1.49385627947356,1.96057306398349,0.0080151290275701,6.26285829761905,3.46661715,5.23512976757369,3.83253034950597,8.52177951822475,2.3999373073024,5.38218732916234,17.1220517448548,40.1662920680576,9.62365819575342,24.0094639704674,0.654936894008732,0.538379759926489,3.3255530619869,0.593336776141396,0.363843876298165,1.39701397330902,2.90228628945416,0.00960517282549726,1.59956734606547,1.87194589599856,0.692273319488805,0.674103662375229,0.608591768433205,-0.675484609135249,0.269970928773071,1.10707725246831,0.00540341760721843,NA,NA
"4","Albania","ALB","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666159864896,5.73686936594006,2.81612787068613,2.92757559940942,2.81562698796351,2.10492235642041,1.7679252063392,1.28263849372166,4.14527561910161,5.26319346313219,3.060123726297,3.15609118295984,0.189345937717747,0.0504407075580694,0.118029594547074,0.04598831196323,2.88507165076626,3.27669586149468,0.388921556631418,1.56769899215844,0.675161510833777,0.22267472345704,0.571863428811537,0.696505311902355,0.0593420240788953,-0.815167791553309,-0.0298846925245763,NA,NA
"5","Andorra","AND","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Arab World","ARB","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464222452106101,-0.0829671176002795,0.264273198597275,-0.788640374855042,-2.85990342597,1.44032104552151,0.1385686799229,0.545207737962816,0.380707359751377,-0.353616672199178,-0.603372376808242,1.47728481251133,2.82575308024236,1.42418674967419,1.39028591197178,0.165699492551122,0.390903530756107,-0.0400662982118353,0.182757932152614,0.215370901839663,0.184210611197032,0.215050487978866,0.557573815964686,0.839403632472752,0.310363744392674,0.0546037715741318,0.609403949003719,0.484402195673188,0.443961806623712,0.289332928177913,0.413964319399492,0.713017226785714,0.639219042493342,0.637949686515339,2.32321376636976,2.06816373657991,2.51825532692967,2.57923924295483,1.96273965987696,1.47405992066888,1.67907702377697,1.6150815722467,1.1789488492924,1.72360335387707,1.50519408945952,1.29849287909987,1.53137480445813,1.41579816928029,1.78683941491958,NA,NA
"7","United Arab Emirates","ARE","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108351028072642,0.257273417071533,0.451274584371974,0.164536830325616,0.206818389048822,0.22395138271941,-0.0343377746365328,0.203892014116107,0.106393607881322,0.407195240980733,-0.544187526835552,0.324685539335671,0.128404884366882,0.52070706926589,0.0935487852947746,-0.228435309603761,0.0503179637301319,0.239162943469002,0.72147194906954,0.105319789259975,0.608195467069962,0.408474866706161,0.294815985875101,0.340485312002994,-1.16683578609984,-0.485281532912816,1.14589216998935,0.0867813662286139,3.42266271334161,6.76715211324682,6.03481603963287,5.76543753210343,5.5004397184535,1.60487460868528,0.447367363985376,3.03559489222363,2.03957474833404,2.55389515956192,2.50313391092346,2.74634535452345,2.3876193237325,2.69007303290453,2.74138044387137,2.50743940167386,NA,NA
"8","Argentina","ARG","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284224297397444,0.377464477473511,0.206489502469194,0.190792478260042,0.0247388145324033,0.106009598269524,0.478175476645854,-0.00176115249506386,-0.0395985941089376,-0.0851956907322484,-0.142927820215134,-0.135999357347959,-0.035584028329655,0.0019234633398725,0.338845892416111,1.03939676921859,0.51742270994039,-0.0171007571834998,0.908825708058126,1.34139040897869,1.2988816648031,1.28557885422783,0.509603281081135,0.29782246020955,0.393429148539466,0.58021890716937,0.588186834637915,1.24729579763641,0.777886139156192,0.610279589310215,0.317035999467937,0.0598729562211523,-0.641746114274746,0.606472572254758,0.410542023782955,0.659695664726798,1.04865387216475,0.523155949452163,0.384705758443082,0.213692689034262,0.227738014604063,0.280668249144006,0.193202129776027,0.161219624584565,0.364900179293756,0.147160030086657,0.320435945124207,0.179809810735695,0.346666550890868,NA,NA
"9","Armenia","ARM","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188593628501326,0.0665937908053948,0.608291621442106,1.72442285714463,1.10020926856519,3.16805367491259,0.609697355056074,6.61258077844183,5.45045932219788,3.29809101939931,6.44603531455076e-05,0.0216959205079264,-0.00347400006399905,0.10997003122309,0.354408924511226,0.096582910231094,0.261587673154684,0.604079534097166,0.296525029561644,2.160117621047,0.220597636763357,0.272112244075524,0.248107589453559,0.272443896188402,0.668675124064554,0.252066175147185,0.0564019554059348,NA,NA
"10","American Samoa","ASM","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
